Project:,Great Smoky Mountains Postcards Supplement,Lead:,Anne Bridges,Metadata creator:,TBD,Date:,7/1/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scan_note,local_note,adminDB object identifer,adminDB file identifier (side 1),adminDB file identifier (side 2),identifier_local,title,abstract,abstract 2,date_text,collection,collection_identifier,shelf_locator,extent,form,language,name,name_role,name 2,name_role 2,name 3,name_role 3,publisher,place_of_origin,subject_geographic_lc,subject_geographic_lc 2,subject_geographic_lc 3,subject_geographic_lc 4,subject_geographic_dots,subject_geographic_dots 2,subject_geographic_dots 3,subject_geographic_dots 4,subject_geographic_dots 5,subject_name,subject_name 2,subject_topical_lc,subject_topical_lc 2,subject_topical_lc 3,subject_topical_lc 4,subject_topical_dots,subject_topical_dots 2,subject_topical_dots 3,subject_topical_dots 4,project_title,repository,rights,public_note
,,,0012_003786_000633_0001,0012_003786_000633_0002,,Chimney Top in the Great Smoky Mountains (434),Unused postcard,,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Asheville Post Card Co.,Creator,,,,,Asheville Post Card Co.,Asheville (N. C.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000634_0001,0012_003786_000634_0002,,"Chimney Tops, Great Smoky Mountains National Park the Only Peak of its Kind in the World (235)",Unused postcard,"One of the famous scenic features of the Great SMoky Mountains National Park, are the Chimney Tops, precipitous knife-like elevations of igneous rock. The Chimneys are favorite objectives for parties of hikers.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,"Standard Souvenirs & Novelties, Inc.",Creator,,,,,"Standard Souvenirs & Novelties, Inc.",Knoxville (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000635_0001,0012_003786_000635_0002,,"Chimney Tops from Above the Loop-Over, Great Smoky Mountains National Park (558)","Handwritten note sent to Miss Elenore Spielberger in Tuscumbia, Alabama on October 5, 1952 for a postage of 2 cents.","The Chimney Tops, which dominate many of the views from the Tennessee side of the Newfound Gap Highway, are seen to a particularly good advantage from the Loop-Over, a spectacular feature of road engineering. The wide sweeping curves afford comfortable and safe motoring in all seasons of the year. The Chimney Tops are seen in the background.",1952,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,"Standard Souvenirs & Novelties, Inc.",Creator,,,,,"Standard Souvenirs & Novelties, Inc.",Knoxville (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,Newfound Gap,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000636_0001,0012_003786_000636_0002,,"The Chimney Tops and Newfound Gap Highway, Great Smoky Mountains National Park (207)",Unused postcard,"A striking view of the towering Chimney Tops, altitude 4740 ft. The highway winds its way past these majestic peaks to Newfound Gap at the top of the main range. The Chimneys offer the hiker one of the stiffest climbs in the park.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Cline Studios,Creator,,,,,Cline Studios,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,Newfound Gap,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000637_0001,0012_003786_000637_0002,,"Newfound Gap Highway, showing Chimney Tops, Great Smoky Mountains National Park (513)",Unused postcard,,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Genuine Curteich,Creator,,,,,Genuine Curteich,Chicago (Ill.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,Newfound Gap,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000638_0001,0012_003786_000638_0002,,"The Chimney Tops and Newfound Gap Highway, Great Smoky Mountains National Park (207)",Unused postcard,"A striking view of the towering Chimney Tops, altitude 4740 ft. The highway winds its way past these majestic peaks to Newfound Gap at the top of the main range. The Chimneys offer the hiker one of the stiffest climbs in the park.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,,,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,Newfound Gap,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000639_0001,0012_003786_000639_0002,,"Chimney Tops as seen from Park Highway, Great Smoky Mountains National Park (556)",Unused postcard,The twin-peaked Chimney Tops dominate the landscape for miles around the Newfound Gap Highway. A very modern camp site is constructed in the shade of the trees immediately around the bend of the road.,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,"Standard Souvenirs & Novelties, Inc.",Creator,,,,,"Standard Souvenirs & Novelties, Inc.",Knoxville (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,Newfound Gap,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000640_0001,0012_003786_000640_0002,,One of the Tunnels on Newfound Gap Highway and Chimney Tops Great Smoky Mountains National Park (C-21),"Handwritten note sent to Mrs. Clarence Brooke in Shreveport, Louisiana on November 6, 1941 for a postage of 1 cent.","Countless scenes are viewed by the visitor when driving along the winding Newfound Gap Highway in the Great Smoky Mountains National Park. This card shows one of the tunnels, built right under the mountain through which the traveler passes, and to the right can be seen the inspiring sight of the famous ""Chimney Tops"".",1941,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Genuine Curteich,Creator,,,,,Genuine Curteich,Chicago (Ill.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,Newfound Gap,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000641_0001,0012_003786_000641_0002,,"The Lower Tunnel with the Chimney Tops, Great Smoky Mountains National Park (W-19)",Unused postcard,"There are many spectacular views and engineering features along the Tennessee side of the Newfound Gap Highway. Here we see the upper end of the lower tunnel, with the Chimney Tops rising majestically in the left background.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Genuine Curteich,Creator,Thompsons Knoxville,,,,Genuine Curteich,Chicago (Ill.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,Newfound Gap,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000642_0001,0012_003786_000642_0002,,Rocky Turn on Park Highway with the Chimney Tops in the Distance Great Smoky Mountains National Park (A-7),Unused postcard,"Shown in this view is a section of the Newfound Gap Highway ascending to the crest of the Great Smoky Mountains National Park from the Tennessee side. From this highway - an engineering masterpiece - the traveler will observe countless picturesque views never to be forgotten. In the center of the picture the famous Chimney Tops can be seen, which are a challenge to the experienced mountain climber.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Genuine Curteich,Creator,Thompsons Knoxville,Photographer,,,Genuine Curteich,Chicago (Ill.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,Newfound Gap,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000643_0001,0012_003786_000643_0002,,The Loop Underpass and the Chimney Tops - Newfound Gap Highway Great Smoky Mountains National Park,Unused postcard,"This is one of the spectacular engineering features of the Newfound Gap Highway. To the right may be seen the majestic Chimney Tops, which dominate the view the first few miles of the highway.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,,,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,Newfound Gap,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000644_0001,0012_003786_000644_0002,,The Chimney Tops as seen through the Loop-Over Bridge the Great Smoky Mountains National Park (549),"Handwritten note sent to Miss Loreen Emrich in Waverly, Ohio on October 7, 1941 for a postage of 1 cent.",The Chimney Tops as seen through the Loop-Over Bridge are particularly interesting. The wide sweeping curves of the highway afford comfortable and safe motoring for all seasons of the year.,1941,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Standard News Agency,Creator,,,,,Standard News Agency,Knoxville (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000645_0001,0012_003786_000645_0002,,"Tunnel and the Chimney Tops, Newfound Gap Highway, Great Smoky Mountains National Park (208)",Unused postcard,"One of the striking engineering features of the Newfound Gap Highway. The Chimney Tops, altitude 4740 feet, may be seen on the left",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Cline Photo Co.,Creator,,,,,Cline Photo Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,Newfound Gap,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000646_0001,0012_003786_000646_0002,,"Tunnel and the Chimney Tops, Newfound Gap Highway, Great Smoky Mountains National Park (208)",Unused postcard,,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,"Standard Souvenirs & Novelties, Inc.",Creator,,,,,"Standard Souvenirs & Novelties, Inc.",Knoxville (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,Newfound Gap,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000647_0001,0012_003786_000647_0002,,The Highway that Tunnels Mountains in the Great Smoky Mountains National Park (N908),Unused postcard,"Tunnel and Chimneys. There are many spectacular views and engineering features along the Tennessee side of the Newfound Gap Highway. Here we see the upper end of the lower tunnel, with the Chimney Tops rising majestically in the left background.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Asheville Post Card Co.,Creator,,,,,Asheville Post Card Co.,Asheville (N. C.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,Newfound Gap,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000648_0001,0012_003786_000648_0002,,A Picturesque View of the Chimney Tops from on of the Highway Tunnels in the Great Smoky Mountains National Park (N905),Unused postcard,,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Asheville Post Card Co.,Creator,,,,,Asheville Post Card Co.,Asheville (N. C.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,Newfound Gap,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000649_0001,0012_003786_000649_0002,,"View from the Loop Underpass showing the Chimney Tops and the Newfound Gap Highway, Great Smoky Mountains National Park (225)",Unused postcard,The Loop is one of the striking engineering features of the Newfound Gap Highway. From here the finest views may be had of the towering Chimney Tops.,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,"Standard Souvenirs & Novelties, Inc.",Creator,,,,,"Standard Souvenirs & Novelties, Inc.",Knoxville (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,Newfound Gap,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000650_0001,0012_003786_000650_0002,,"The Chimney Tops from Little Pigeon River by Moonlight, the Great Smoky Mountains National Park (530)",Unused postcard,"One of the greatest of nature's displays is the Great Smoky Mountains National Park, the largest national park in Eastern America. This park straddles the high ridge of the Great Smoky Mountains range which forms the boundary between North Carolina and Tennessee. Within its borders there are many mountain peaks over a mile high, deep ravines, precipitous cliffs, waterfalls and numerous mountain streams.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Asheville Post Card Co.,Creator,,,,,Asheville Post Card Co.,Asheville (N. C.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,Newfound Gap,Little Pigeon River,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000651_0001,0012_003786_000651_0002,,"Craggy Point, Great Smoky Mountains National Park (A-3)",Unused postcard,"The ruggedness of Chimney Tops cannot be appreciated until one climbs to the top. Here we see the craggy edges of one Chimney, and looking down the Little Pigeon Gorge we see the highway winding its way through the valley. Flowering shrubs grow from every crevice and during the flowering season when the Rhododendron and Allegheny Myrtle are in bloom, it is a gorgeous sight.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Genuine Curteich,Creator,,,,,Genuine Curteich,Chicago (Ill.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000652_0001,0012_003786_000652_0002,,"The Chimney Tops, Great Smoky Mountains National Park (798)","Handwritten note sent to Mrs. R. L. Brinkley in Nashville, Tennessee on August 20, 1937 for a postage of 1 cent.","The Great Smoky Mountains National Park includes 428,000 acres and lies on both sides of the central ridge which marks the border line between North Carolina and Tennessee. Majestic mountain summits, deep valleys and gorges, saw-toothed ridges, tumbling streams and waterfalls and a seemingly endless blanket of virgin forest, are its characteristics. Highways and trails through the Park open the beauties of these mountains to the touring public.",1937,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Asheville Post Card Co.,Creator,,,,,Asheville Post Card Co.,Asheville (N. C.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000653_0001,0012_003786_000653_0002,,The Chimney Tops thru the Loop Great Smoky Mountains National Park,"Handwritten note sent to Mrs. Leslie Bryan in Nashville, Tennessee on August 3, 1945 for a postage of 1 cent.",,1940,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Jack Huff,Photographer,,,,,Unlisted,Unlisted,Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000654_0001,0012_003786_000654_0002,,"The Chimney Tops, Altitude 4740 Feet, in Great Smoky Mountains National Park (98-D-17)",Unused postcard,"The Great Smoky Mountains National Park, the largest National Park in Eastern America is one of the greatest of Nature's displays. It straddles the high ridge of the Great Smoky Mountains range which forms the boundary between North Carolina and Tennessee. Within its borders there are many mountain peaks over a mile high, deep ravines, precipitous cliffs, waterfalls and numerous mountain streams.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Asheville Post Card Co.,Creator,C. H. Ruth,Photographer,,,Asheville Post Card Co.,Asheville (N. C.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000655_0001,0012_003786_000655_0002,,"Chimney Tops, Great Smoky Mountains National Park (16)",Unused postcard,"The Chimney Tops - Elev. 4755 Ft. - unusual geological formations, challenge the most daring of mountain climbers.",Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Genuine Curteich,Creator,,,,,Genuine Curteich,Chicago (Ill.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000656_0001,0012_003786_000656_0002,,"The Chimney Tops, Great Smoky Mountains National Park",Unused postcard,,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Jim Thompson's Co.,Creator,,,,,Jim Thompson's Co.,Knoxville (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000657_0001,0012_003786_000657_0002,,Great Smoky Mountains National Park - The Chimney Tops,"Handwritten note sent to Miss Carol Cushman in St. Petersberg, Florida on June 2, 1936 for a postage of 1 cent.",,1936,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Thompson's Inc.,Creator,,,,,Standard News Co.,Knoxville (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000658_0001,0012_003786_000658_0002,,Chimney Tops Smoky Mountains National Park (419),"Handwritten note sent to Mrs. J. F. Beede in Meredith, New Hampshire on October 28, 1932 for a postage of 1 cent.",,1932,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Jack Huff,Photographer,,,,,Unlisted,Unlisted,Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000659_0001,0012_003786_000659_0002,,Tunnel on the Newfound Gap Highway and the Chimneys Ele. 4750 Ft. Great Smoky Mts. National Park (1-I-99),Unused postcard,,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,,,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,Newfound Gap,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000660_0001,0012_003786_000660_0002,,The Chimney Tops - Great Smoky Mts Natl. Park (1-I-332),Unused postcard signed by Ella Hilliard,,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,,,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,Newfound Gap,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000661_0001,0012_003786_000661_0002,,Newfound Gap Highway and Chimney Tops Great Smoky Mountain National Park (1-I-110),"Handwritten note sent to Mrs. F. E. Schorengert in Warrenton, Missouri on August 20, 1939 for a postage of 1 cent.",,1939,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Cline Studios,Creator,,,,,Cline Studios,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,Newfound Gap,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000662_0001,0012_003786_000662_0002,,Tunnel on the Newfound Gap Highway and the Chimneys - Elv. 4750 Ft. Great Smoky Mtn. Natl. Park (1-I-99),Unused postcard,,1937,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Cline Studios,Creator,,,,,Cline Studios,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,Newfound Gap,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000663_0001,0012_003786_000663_0002,,"Chimney Tops from the ""Loop"" Underpass Newfound Gap Highway, Great Smoky Mts Natl Park (1-I-126)",Unused postcard,,1939,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Cline Photo Co.,Creator,,,,,Cline Photo Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,Newfound Gap,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000664_0001,0012_003786_000664_0002,,The Chimneys Seen from the Loop Underpass Great Smoky Mountains National Park (I-I-126),Unused postcard,,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Cline Studios,Creator,,,,,Cline Studios,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,Newfound Gap,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000665_0001,0012_003786_000665_0002,,From Chimney Tops Smoky Mountains National Park (426),"Handwritten note sent to Miss Ruth Hunter in Cincinnati, Ohio on July 15, 1936 for a postage of 1 cent.",,1936,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Jack Huff,Photographer,,,,,Unlisted,Unlisted,Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000666_0001,0012_003786_000666_0002,,The Newfound Gap Highway from the Chimney Tops Great Smoky Mts. National Park (1-I-29),Unused postcard,,1936,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Cline Studios,Creator,,,,,Cline Studios,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,Newfound Gap,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000667_0001,0012_003786_000667_0002,,"Indian Gap Highway from Chimney Tops, Tenn.",Unused postcard,,Unknown,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,Unlisted,,,,,,Unlisted,Unlisted,Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,Indian Gap,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000668_0001,0012_003786_000668_0002,,The Chimney Tops and U. S. 441 the Transmountain Highway - Great Smoky Mountains National Park (GS-15),Unused postcard,These peaks are among the most rugged in the Great Smoky Mountains and it is quite a strenuous climb to attain their summits. Numerous parking overlooks along the highway afford the visitor spectacular views of these towering peaks.,1955,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
,,,0012_003786_000669_0001,0012_003786_000669_0002,,The Chimney Tops Highest Peak - Great Smoky Mountains National Park (GS-112),Unused postcard,"Although the Chimneys are not high in comparison to the major peaks of the Great Smokies they are considered the most difficult climb, and should be attempted only by the experienced hiker. This view is taken from the lower of the two peaks of the Chimneys.",1957,Ridley Wills Postcard Collection,3781,,,postcards,eng-English,W. M. Cline Co.,Creator,Walter Cline,Photographer,,,W. M. Cline Co.,Chattanooga (Tenn.),Great Smoky Mountains (N.C. and Tenn.),Gatlinburg (Tenn.),,,Gatlinburg,Chimney Tops,,,,,,Tourism,,,,Tourism,,,,Postcards from the Great Smoky Mountains,"University of Tennessee, Knoxville. Special Collections",May be protected by copyright. For more information contact Special Collections at special@utk.edu.,
